timestamp,traffic
2019-03-08 14:56:12,144289.548828125
2019-03-08 14:56:15,145477.486328125
2019-03-08 14:56:19,145507.94140625
2019-03-08 14:56:22,146574.857421875
2019-03-08 14:56:26,146871.849609375
